id;"Comp. Word";Pronunciation;"English Translation";Frequency
4183;園児;enzi;"kindergarten pupil";1532
4184;雑貨;zakka;"miscellaneous goods";1532
4185;組閣;sokaku;"formation of a cabinet";1532
4186;体外;taigai;ectogenesis;1531
4187;明暗;meian;"light and darkness";1531
4188;公算;koosan;probability;1530
4189;航海;kookai;sail;1529
4190;地味;zimi;plain;1528
4191;遂行;suikoo;accomplishment;1527
4192;民法;minpoo;"civil law";1525
4193;踏襲;toosyuu;following;1524
4194;受諾;zyudaku;acceptance;1523
4195;居間;ima;"living room";1522
4196;殿堂;dendoo;palace;1522
4197;山積;sanseki;"lying in piles";1521
4198;最少;saisyoo;fewest;1520
4199;組長;kumityoo;boss;1519
4200;辞表;zihyoo;"letter of resignation";1518
4201;特派;tokuha;"send specially";1518
4202;過激;kageki;extreme;1517
4203;空席;kuuseki;vacancy;1517
4204;利率;riritu;"interest rate";1516
4205;自律;ziritu;autonomy;1515
4206;撲滅;bokumetu;extermination;1515
4207;外観;gaikan;appearance;1514
4208;規範;kihan;model;1513
4209;昆虫;kontyuu;insect;1513
4210;貯蔵;tyozoo;storage;1512
4211;暴露;bakuro;disclosure;1512
4212;未知;miti;"not yet known";1512
4213;類似;ruizi;resemblance;1512
4214;客室;kyakusitu;"guest room";1509
4215;作文;sakubun;writing;1509
4216;名物;meibutu;"famous product";1509
4217;浄化;zyooka;purification;1508
4218;広大;koodai;huge;1506
4219;闘志;toosi;"fighting spirit";1506
4220;特色;tokusyoku;characteristic;1506
4221;用地;yooti;site;1506
4222;救命;kyuumei;lifesaving;1505
4223;興国;kookoku;"making a country prosperous";1505
4224;阻害;sogai;obstruction;1505
4225;恐竜;kyooryuu;dinosaur;1503
4226;郷土;kyoodo;"native place";1503
4227;手首;tekubi;wrist;1503
4228;横行;ookoo;"walking sideways";1502
4229;建国;kenkoku;"founding of a nation";1502
4230;集積;syuuseki;accumulation;1501
4231;風速;huusoku;"wind speed";1500
4232;送料;sooryoo;postage;1499
4233;猛攻;mookoo;"fierce attack";1499
4234;造船;zoosen;shipbuilding;1498
4235;配給;haikyuu;distribution;1498
4236;力説;rikisetu;insistence;1498
4237;緩急;kankyuu;pace;1497
4238;事案;zian;concern;1496
4239;農政;noosei;"agricultural administration";1495
4240;痴漢;tikan;masher;1494
4241;署長;syotyoo;chief;1493
4242;紅葉;kooyoo;"autumn colours";1492
4243;食用;syokuyoo;"for use as food";1492
4244;堅守;kensyu;"strong defense";1491
4245;年率;nenritu;"annual rate";1491
4246;強姦;gookan;rape;1490
4247;過大;kadai;excessive;1487
4248;全集;zensyuu;"complete works";1487
4249;敵失;tekisitu;"error made by the enemy or opposing team";1487
4250;増幅;zoohuku;amplification;1486
4251;強固;kyooko;firmness;1485
4252;利権;riken;interest;1483
4253;満載;mansai;"fully loaded";1482
4254;完結;kanketu;conclusion;1481
4255;寄席;yose;"entertainment hall";1480
4256;対等;taitoo;equality;1480
4257;用途;yooto;use;1480
4258;回帰;kaiki;return;1479
4259;弾劾;dangai;impeachment;1479
4260;有人;yuuzin;manned;1479
4261;税額;zeigaku;"amount of tax";1477
4262;歌声;utagoe;"singing voice";1476
4263;薬品;yakuhin;medicine;1476
4264;火力;karyoku;"heating power";1475
4265;宿題;syukudai;homework;1474
4266;小幅;kohaba;small;1473
4267;会費;kaihi;"membership fee";1472
4268;襲名;syuumei;"succession to another's professional name";1470
4269;定評;teihyoo;"established opinion";1469
4270;特産;tokusan;specialty;1469
4271;待望;taiboo;"expectant waiting";1468
4272;退社;taisya;resignation;1467
4273;車体;syatai;body;1466
4274;土日;doniti;weekend;1466
4275;識別;sikibetu;discrimination;1464
4276;独創;dokusoo;originality;1463
4277;胎児;taizi;fetus;1462
4278;服役;hukueki;"penal servitude";1462
4279;窒息;tissoku;suffocation;1461
4280;焼酎;syootyuu;shochu;1459
4281;兼任;kennin;"concurrent post";1455
4282;再考;saikoo;reconsideration;1454
4283;多用;tayoo;busyness;1454
4284;内陸;nairiku;inland;1454
4285;安価;anka;"low price";1453
4286;帰属;kizoku;"belonging to";1453
4287;硬式;koosiki;hardball;1453
4288;凶悪;kyooaku;atrocious;1452
4289;素顔;sugao;"face with no make-up";1452
4290;転身;tensin;turnover;1452
4291;戯曲;gikyoku;play;1451
4292;精査;seisa;"close investigation";1449
4293;中絶;tyuuzetu;abortion;1448
4294;中傷;tyuusyoo;slander;1447
4295;力量;rikiryoo;ability;1447
4296;買春;baisyun;"buying sex";1445
4297;装着;sootyaku;equipping;1444
4298;各派;kakuha;"each party";1443
4299;艦船;kansen;vessels;1443
4300;党派;tooha;faction;1443
4301;冊子;sassi;book;1441
4302;進撃;singeki;advance;1440
4303;運搬;unpan;transport;1439
4304;部署;busyo;"one's post";1439
4305;相対;sootai;relativity;1438
4306;野外;yagai;outdoors;1438
4307;育英;ikuei;education;1437
4308;戸数;kosuu;"number of households";1437
4309;指令;sirei;orders;1436
4310;憂慮;yuuryo;anxiety;1436
4311;補充;hozyuu;supplementation;1435
4312;結審;kessin;"conclusion of trial";1434
4313;常時;zyoozi;usually;1434
4314;初段;syodan;"lowest grade";1433
4315;園芸;engei;horticulture;1432
4316;初頭;syotoo;beginning;1432
4317;熱帯;nettai;tropics;1432
4318;便宜;bengi;convenience;1432
4319;旅客;ryokaku;passenger;1430
4320;遺言;yuigon;will;1429
4321;大蔵;ookura;"Ministry of Finance";1429
4322;北上;hokuzyoo;"going north";1429
4323;幕末;bakumatu;"closing days of the Tokugawa shogunate";1429
4324;添加;tenka;addition;1428
4325;井戸;ido;"water well";1427
4326;検疫;keneki;quarantine;1427
4327;明快;meikai;clarion;1427
4328;差額;sagaku;balance;1426
4329;出世;syusse;"success in life";1426
4330;普遍;huhen;universal;1426
4331;没後;botugo;"after death";1426
4332;果敢;kakan;resolute;1425
4333;紙幣;sihei;"paper money";1424
4334;定番;teiban;standard;1424
4335;巡視;zyunsi;"inspection tour";1423
4336;公用;kooyoo;"government business";1422
4337;受精;zyusei;fertilization;1422
4338;下町;sitamati;"low-lying part of a city";1421
4339;試写;sisya;preview;1420
4340;全文;zenbun;"whole passage";1418
4341;主砲;syuhoo;"main battery";1417
4342;投機;tooki;speculation;1417
4343;抵触;teisyoku;collision;1416
4344;原資;gensi;capital;1415
4345;申込;moosikomi;application;1415
4346;艦長;kantyoo;captain;1414
4347;共闘;kyootoo;"joint struggle";1414
4348;軍部;gunbu;"military authorities";1414
4349;堤防;teiboo;bank;1414
4350;薬剤;yakuzai;medicine;1414
4351;功労;kooroo;"meritorious deed";1413
4352;社債;syasai;"corporate bond";1413
4353;繁華;hanka;bustle;1413
4354;連想;rensoo;association;1413
4355;穀物;kokumotu;grain;1412
4356;報徳;hootoku;"moral requital";1411
4357;大根;daikon;daikon;1410
4358;長考;tyookoo;"lengthy consideration";1410
4359;長身;tyoosin;"tall figure";1410
4360;様式;yoosiki;style;1410
4361;演芸;engei;entertainment;1409
4362;軟禁;nankin;"lenient confinement or house arrest";1409
4363;手記;syuki;note;1408
4364;躍起;yakki;desperation;1408
4365;余震;yosin;aftershock;1408
4366;兵力;heiryoku;"military force";1407
4367;優良;yuuryoo;superior;1407
4368;用具;yoogu;tools;1407
4369;考案;kooan;plan;1406
4370;商標;syoohyoo;trademark;1406
4371;相違;sooi;difference;1406
4372;訪韓;hookan;"visit to Korea";1406
4373;遭難;soonan;disaster;1405
4374;転嫁;tenka;imputation;1403
4375;日誌;nissi;journal;1403
4376;樹木;zyumoku;"trees and shrubs";1401
4377;系統;keitoo;system;1400
4378;他者;tasya;"another person";1400
4379;奪還;dakkan;recovery;1400
4380;炭鉱;tankoo;"coal mine";1400
4381;本塁;honrui;base;1400
4382;細部;saibu;details;1399
4383;本日;honzitu;today;1399
4384;民生;minsei;consumer;1399
4385;前頭;maegasira;"rank-and-file wrestlers in the highest division";1398
4386;続発;zokuhatu;"coming about";1398
4387;顕彰;kensyoo;honouring;1397
4388;右端;migihasi;"right end";1396
4389;簡素;kanso;simplicity;1396
4390;壊滅;kaimetu;destruction;1395
4391;水質;suisitu;"water quality";1395
4392;無念;munen;chagrin;1395
4393;何者;nanimono;who;1394
4394;花束;hanataba;"bunch of flowers";1394
4395;拒絶;kyozetu;refusal;1394
4396;心中;sinzyuu;"double suicide";1393
4397;親友;sinyuu;"close friend";1393
4398;僧侶;sooryo;priest;1392
4399;校内;koonai;"within a school";1391
4400;今期;konki;"the present term";1391
4401;改装;kaisoo;remodelling;1389
4402;女房;nyooboo;wife;1389
4403;多大;tadai;heavy;1389
4404;領海;ryookai;"territorial waters";1389
4405;左上;hidariue;left-upper;1388
4406;弁明;benmei;explanation;1388
4407;切実;setuzitu;compelling;1386
4408;陪審;baisin;jury;1386
4409;密接;missetu;related;1386
4410;誠意;seii;sincerity;1385
4411;調節;tyoosetu;regulation;1385
4412;文理;bunri;"literature and science";1385
4413;減量;genryoo;"loss in quantity";1384
4414;習得;syuutoku;learning;1384
4415;宣誓;sensei;oath;1384
4416;食欲;syokuyoku;appetite;1383
4417;精子;seisi;sperm;1383
4418;増設;zoosetu;extension;1383
4419;縄文;zyoomon;"Jomon period";1383
4420;無名;mumei;unsigned;1383
4421;産科;sanka;obstetrics;1382
4422;個室;kositu;"private room";1381
4423;皇族;koozoku;"imperial family";1380
4424;貸出;kasidasi;lending;1380
4425;照会;syookai;inquiry;1379
4426;新橋;sinbasi;Shinbashi;1379
4427;浸水;sinsui;inundation;1379
4428;大将;taisyoo;general;1379
4429;漁獲;gyokaku;fishing;1378
4430;定時;teizi;"regular time";1378
4431;特異;tokui;unique;1378
4432;余計;yokei;"too many";1378
4433;最期;saigo;"one's last moment";1376
4434;住職;zyuusyoku;"chief priest";1376
4435;同乗;doozyoo;"riding together";1376
4436;衣類;irui;clothes;1375
4437;密室;missitu;"room that cannot be entered";1375
4438;体格;taikaku;physique;1374
4439;通路;tuuro;passage;1374
4440;日光;nikkoo;sunlight;1374
4441;禁輸;kinyu;embargo;1373
4442;骨粉;koppun;"bone meal";1373
4443;償還;syookan;repayment;1373
4444;傑作;kessaku;masterpiece;1372
4445;併用;heiyoo;"using together";1371
4446;予知;yoti;foresight;1371
4447;筋力;kinryoku;"physical strength";1370
4448;斜面;syamen;slope;1370
4449;当該;toogai;appropriate;1370
4450;打倒;datoo;knockdown;1369
4451;発給;hakkyuu;issuance;1369
4452;別々;betubetu;separately;1369
4453;銀河;ginga;"Milky Way";1368
4454;匹敵;hitteki;"comparing with";1367
4455;漫才;manzai;"two-person comedy act";1367
4456;推理;suiri;reasoning;1366
4457;病床;byoosyoo;sickbed;1365
4458;上辺;uwabe;seeming;1363
4459;要項;yookoo;"important points";1363
4460;異変;ihen;"unusual phenomenon";1361
4461;賞味;syoomi;relish;1361
4462;沈静;tinsei;stillness;1361
4463;奮起;hunki;stirring;1360
4464;抑圧;yokuatu;check;1360
4465;軍機;gunki;"military secret";1359
4466;周期;syuuki;cycle;1359
4467;特権;tokken;privilege;1359
4468;突出;tossyutu;projection;1359
4469;裏側;uragawa;"the reverse";1358
4470;視力;siryoku;eyesight;1357
4471;探知;tanti;detection;1357
4472;富裕;huyuu;wealth;1357
4473;戦績;senseki;"war or military record";1356
4474;漁協;gyokyoo;"fishery cooperative";1355
4475;送電;sooden;"electric supply";1355
4476;補完;hokan;complementation;1355
4477;過疎;kaso;depopulation;1354
4478;道警;dookei;"Hokkaido Prefectural Police";1354
4479;生殖;seisyoku;reproduction;1353
4480;防護;boogo;protection;1353
4481;山林;sanrin;"mountain forest";1352
4482;樹脂;zyusi;resin;1352
4483;固有;koyuu;characteristic;1351
4484;論告;ronkoku;"prosecutor's closing argument";1351
4485;工房;kooboo;workshop;1350
4486;芸人;geinin;player;1349
4487;条文;zyoobun;text;1349
4488;領有;ryooyuu;possession;1349
4489;鉱山;koozan;mine;1348
4490;登記;tooki;registry;1348
4491;獣医;zyuui;veterinarian;1347
4492;小麦;komugi;wheat;1347
4493;照合;syoogoo;collation;1347
4494;惜敗;sekihai;"regrettable defeat";1347
4495;名刺;meisi;"business card";1347
4496;眼鏡;megane;spectacles;1346
4497;言明;genmei;declaration;1346
4498;交戦;koosen;war;1346
4499;堅実;kenzitu;steady;1345
4500;後者;koosya;"the latter";1343
4501;有望;yuuboo;"good prospects";1340
4502;来夏;raika;"next summer";1340
4503;温存;onzon;preserve;1339
4504;潜伏;senpuku;concealment;1339
4505;忠実;tyuuzitu;faithful;1339
4506;三男;sannan;"three sons";1338
4507;賞状;syoozyoo;"honorable certificate";1338
4508;扶養;huyoo;support;1338
4509;洋服;yoohuku;"Western-style clothes";1337
4510;外壁;gaiheki;"outer wall";1336
4511;助長;zyotyoo;promotion;1336
4512;主審;syusin;"chief umpire";1335
4513;名曲;meikyoku;"famous music";1335
4514;離陸;ririku;takeoff;1334
4515;主題;syudai;subject;1333
4516;大雪;ooyuki;"heavy snow";1333
4517;年余;nenyo;"more than a year";1333
4518;株券;kabuken;"stock certificate";1332
4519;要所;yoosyo;"important point";1332
4520;信越;sinetu;"region on Japan Sea side of Japan west of Tokyo";1331
4521;力投;rikitoo;"powerful pitching";1329
4522;出題;syutudai;"setting a question";1328
4523;納豆;nattoo;natto;1328
4524;承諾;syoodaku;consent;1327
4525;流域;ryuuiki;basin;1327
4526;起源;kigen;origin;1326
4527;越境;ekkyoo;"border transgression";1325
4528;物産;bussan;product;1325
4529;管内;kannai;"within the jurisdiction of";1324
4530;選者;senzya;judge;1324
4531;同誌;doosi;"same magazine";1324
4532;頻発;hinpatu;frequency;1324
4533;空洞;kuudoo;cave;1323
4534;証書;syoosyo;bond;1323
4535;悪手;akusyu;"poor move";1322
4536;請負;ukeoi;contract;1322
4537;排気;haiki;exhaust;1322
4538;合祀;goosi;"enshrining together";1321
4539;劇作;gekisaku;"play writing";1320
4540;公言;koogen;declaration;1319
4541;正統;seitoo;legitimate;1318
4542;分社;bunsya;"branch shrine";1318
4543;仮名;kamei;alias;1317
4544;男優;danyuu;actor;1317
4545;幕下;makusita;"third highest division";1316
4546;声楽;seigaku;"vocal music";1315
4547;屋内;okunai;indoor;1314
4548;何事;nanigoto;what;1313
4549;傾斜;keisya;inclination;1313
4550;密集;missyuu;crowd;1313
4551;懐疑;kaigi;doubt;1312
4552;屋敷;yasiki;residence;1311
4553;法科;hooka;"law department or law school";1311
4554;一周;issyuu;"once around";1310
4555;生地;kizi;cloth;1310
4556;内臓;naizoo;"internal organs";1310
4557;破片;hahen;fragment;1310
4558;奔走;honsoo;"running about";1310
4559;青空;aozora;"blue sky";1309
4560;欲望;yokuboo;desire;1309
4561;分布;bunpu;distribution;1308
4562;履歴;rireki;"personal history";1308
4563;栄光;eikoo;glory;1307
4564;葛藤;kattoo;conflict;1307
4565;劣勢;ressei;inferiority;1307
4566;園長;entyoo;"head of a garden";1306
4567;月例;geturei;monthly;1306
4568;施政;sisei;government;1306
4569;妥結;daketu;settlement;1306
4570;中軸;tyuuziku;axis;1306
4571;病棟;byootoo;ward;1306
4572;結末;ketumatu;end;1305
4573;地名;timei;"place name";1305
4574;下部;kabu;"lower part";1304
4575;各省;kakusyoo;"each ministry";1304
4576;管轄;kankatu;jurisdiction;1304
4577;国歌;kokka;"national anthem";1304
4578;隊長;taityoo;"commanding officer";1304
4579;反転;hanten;"rolling over";1304
4580;好意;kooi;"good will";1303
4581;真夏;manatu;midsummer;1303
4582;下校;gekoo;"coming home from school";1302
4583;量刑;ryookei;"judge's sentence";1302
4584;矯正;kyoosei;correction;1301
4585;視界;sikai;"field of vision";1301
4586;個所;kasyo;passage;1300
4587;消火;syooka;"fire fighting";1300
4588;抗告;kookoku;appeal;1299
4589;自称;zisyoo;self-alleged;1298
4590;宗派;syuuha;sect;1298
4591;封筒;huutoo;envelope;1298
4592;割安;wariyasu;economical;1297
4593;出港;syukkoo;departure;1297
4594;返却;henkyaku;"return of something";1297
4595;予断;yodan;guessing;1297
4596;漁師;ryoosi;fisherman;1295
4597;接点;setten;"tangent point";1295
4598;転居;tenkyo;moving;1295
4599;同種;doosyu;"same kind";1295
4600;会頭;kaitoo;"society president";1294
4601;海水;kaisui;"ocean water";1294
4602;客席;kyakuseki;"guest seating";1293
4603;併合;heigoo;merger;1293
4604;還暦;kanreki;"60th birthday";1292
4605;苦言;kugen;"candid advice";1292
4606;戦国;sengoku;"belligerent country";1292
4607;電動;dendoo;electric;1292
4608;故意;koi;intention;1289
4609;訴状;sozyoo;petition;1289
4610;累積;ruiseki;accumulation;1289
4611;屈辱;kutuzyoku;disgrace;1288
4612;新薬;sinyaku;"new medicine";1288
4613;泥沼;doronuma;bog;1288
4614;巡礼;zyunrei;pilgrimage;1287
4615;先番;senban;precedence;1285
4616;発祥;hassyoo;origin;1285
4617;師事;sizi;"study under";1284
4618;行員;kooin;"bank clerk";1283
4619;儀式;gisiki;ceremony;1282
4620;子孫;sison;descendants;1280
4621;創部;soobu;"establishing a club";1279
4622;潮流;tyooryuu;tide;1278
4623;布石;huseki;"strategic arrangement of go stones";1278
4624;作製;sakusei;manufacture;1277
4625;人身;zinsin;"the human body";1276
4626;部数;busuu;"no. of copies";1276
4627;歩調;hotyoo;pace;1276
4628;至上;sizyoo;supremacy;1275
4629;鈍化;donka;"becoming dull";1275
4630;散乱;sanran;dispersion;1274
4631;取組;torikumi;bout;1274
4632;暴落;booraku;slump;1274
4633;工法;koohoo;"method of construction";1273
4634;東方;toohoo;"eastern direction";1273
4635;左側;hidarigawa;left;1272
4636;壮大;soodai;magnificent;1272
4637;要綱;yookoo;"main principle";1272
4638;年配;nenpai;elderly;1271
4639;容体;yoodai;condition;1271
4640;驚異;kyooi;wonder;1270
4641;年度;nendo;"fiscal year";1270
4642;文献;bunken;literature;1270
4643;応酬;oosyuu;exchange;1269
4644;更改;kookai;renewal;1269
4645;除名;zyomei;expulsion;1269
4646;急死;kyuusi;"sudden death";1268
4647;形跡;keiseki;traces;1268
4648;蒸気;zyooki;steam;1268
4649;新株;sinkabu;"new stocks or shares";1268
4650;点灯;tentoo;lighting;1268
4651;遺影;iei;"portrait of deceased person";1265
4652;遠慮;enryo;reserve;1264
4653;酵素;kooso;enzyme;1264
4654;病室;byoositu;sickroom;1264
4655;海面;kaimen;"sea level";1263
4656;必須;hissu;indispensable;1263
4657;必然;hituzen;inevitable;1263
4658;若干;zyakkan;some;1262
4659;悪夢;akumu;nightmare;1261
4660;古里;hurusato;"home town";1261
4661;手話;syuwa;"sign language";1261
4662;補欠;hoketu;"filling a vacancy";1261
4663;貴族;kizoku;noble;1260
4664;射程;syatei;range;1260
4665;罷免;himen;dismissal;1260
4666;道徳;dootoku;morals;1258
4667;特待;tokutai;"special treatment";1258
4668;平行;heikoo;concurrent;1258
4669;幕府;bakuhu;bakufu;1258
4670;未熟;mizyuku;inexperience;1257
4671;出願;syutugan;application;1256
4672;病原;byoogen;"origin of an illness";1256
4673;往来;oorai;"coming and going";1255
4674;活気;kakki;energy;1255
4675;取扱;toriatukai;treatment;1255
4676;寝室;sinsitu;bedroom;1255
4677;随所;zuisyo;everywhere;1254
4678;代弁;daiben;"pay by proxy";1253
4679;病死;byoosi;"death from disease";1253
4680;留保;ryuuho;reserving;1253
4681;歓喜;kanki;delight;1252
4682;掌握;syooaku;grasping;1252
4683;半島;hantoo;peninsula;1251
4684;養鶏;yookei;"poultry raising";1251
